ticket_id,application_id,channel,issue_category,resolution_time_mins,cost_to_serve_usd
TCK-4001179,APP-1005219,In_App_Chat,General_Clarification,8,8.5
TCK-4001180,APP-1005224,Email_Helpdesk,Document_Upload_Failure,14,12.0
TCK-4001181,APP-1005227,Phone_IVR,Status_Inquiry_WhereIsMyAccount,39,18.0
TCK-4001182,APP-1005230,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4001183,APP-1005233,Phone_IVR,Status_Inquiry_WhereIsMyAccount,16,18.0
TCK-4001184,APP-1005237,Phone_IVR,Status_Inquiry_WhereIsMyAccount,29,18.0
TCK-4001185,APP-1005241,Email_Helpdesk,General_Clarification,25,12.0
TCK-4001186,APP-1005247,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4001187,APP-1005251,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,20,12.0
TCK-4001188,APP-1005252,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4001189,APP-1005253,Phone_IVR,Status_Inquiry_WhereIsMyAccount,6,18.0
TCK-4001190,APP-1005255,In_App_Chat,Document_Upload_Failure,11,8.5
TCK-4001191,APP-1005273,In_App_Chat,Status_Inquiry_WhereIsMyAccount,16,8.5
TCK-4001192,APP-1005275,Phone_IVR,General_Clarification,41,18.0
TCK-4001193,APP-1005292,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4001194,APP-1005297,In_App_Chat,Status_Inquiry_WhereIsMyAccount,33,8.5
TCK-4001195,APP-1005299,In_App_Chat,Status_Inquiry_WhereIsMyAccount,32,8.5
TCK-4001196,APP-1005305,In_App_Chat,Status_Inquiry_WhereIsMyAccount,32,8.5
TCK-4001197,APP-1005306,Phone_IVR,Status_Inquiry_WhereIsMyAccount,44,18.0
TCK-4001198,APP-1005314,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4001199,APP-1005325,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,44,12.0
TCK-4001200,APP-1005328,Phone_IVR,Status_Inquiry_WhereIsMyAccount,17,18.0
TCK-4001201,APP-1005333,In_App_Chat,Status_Inquiry_WhereIsMyAccount,25,8.5
TCK-4001202,APP-1005334,In_App_Chat,Status_Inquiry_WhereIsMyAccount,38,8.5
TCK-4001203,APP-1005352,Phone_IVR,Status_Inquiry_WhereIsMyAccount,32,18.0
TCK-4001204,APP-1005355,In_App_Chat,Status_Inquiry_WhereIsMyAccount,6,8.5
TCK-4001205,APP-1005358,Phone_IVR,Status_Inquiry_WhereIsMyAccount,34,18.0
TCK-4001206,APP-1005364,In_App_Chat,Status_Inquiry_WhereIsMyAccount,10,8.5
TCK-4001207,APP-1005368,Phone_IVR,Status_Inquiry_WhereIsMyAccount,32,18.0
TCK-4001208,APP-1005371,In_App_Chat,Status_Inquiry_WhereIsMyAccount,39,8.5
TCK-4001209,APP-1005374,In_App_Chat,Status_Inquiry_WhereIsMyAccount,31,8.5
TCK-4001210,APP-1005381,Phone_IVR,Status_Inquiry_WhereIsMyAccount,41,18.0
TCK-4001211,APP-1005390,In_App_Chat,Status_Inquiry_WhereIsMyAccount,6,8.5
TCK-4001212,APP-1005392,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4001213,APP-1005394,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4001214,APP-1005395,Email_Helpdesk,General_Clarification,32,12.0
TCK-4001215,APP-1005397,In_App_Chat,Status_Inquiry_WhereIsMyAccount,13,8.5
TCK-4001216,APP-1005399,Phone_IVR,Status_Inquiry_WhereIsMyAccount,41,18.0
TCK-4001217,APP-1005400,In_App_Chat,Status_Inquiry_WhereIsMyAccount,16,8.5
TCK-4001218,APP-1005405,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4001219,APP-1005416,In_App_Chat,Status_Inquiry_WhereIsMyAccount,7,8.5
TCK-4001220,APP-1005420,Phone_IVR,Status_Inquiry_WhereIsMyAccount,40,18.0
TCK-4001221,APP-1005437,Phone_IVR,Document_Upload_Failure,17,18.0
TCK-4001222,APP-1005439,In_App_Chat,General_Clarification,6,8.5
TCK-4001223,APP-1005440,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4001224,APP-1005441,In_App_Chat,Status_Inquiry_WhereIsMyAccount,26,8.5
TCK-4001225,APP-1005447,Phone_IVR,Status_Inquiry_WhereIsMyAccount,10,18.0
TCK-4001226,APP-1005455,In_App_Chat,Status_Inquiry_WhereIsMyAccount,40,8.5
TCK-4001227,APP-1005458,Phone_IVR,Status_Inquiry_WhereIsMyAccount,13,18.0
TCK-4001228,APP-1005463,In_App_Chat,Status_Inquiry_WhereIsMyAccount,25,8.5
TCK-4001229,APP-1005464,Phone_IVR,Status_Inquiry_WhereIsMyAccount,7,18.0
TCK-4001230,APP-1005478,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4001231,APP-1005487,In_App_Chat,Document_Upload_Failure,13,8.5
TCK-4001232,APP-1005495,In_App_Chat,Status_Inquiry_WhereIsMyAccount,29,8.5
TCK-4001233,APP-1005499,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4001234,APP-1005505,In_App_Chat,Status_Inquiry_WhereIsMyAccount,12,8.5
TCK-4001235,APP-1005509,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,44,12.0
TCK-4001236,APP-1005510,In_App_Chat,Status_Inquiry_WhereIsMyAccount,25,8.5
TCK-4001237,APP-1005521,Phone_IVR,Status_Inquiry_WhereIsMyAccount,40,18.0
TCK-4001238,APP-1005523,In_App_Chat,Status_Inquiry_WhereIsMyAccount,30,8.5
TCK-4001239,APP-1005525,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,21,12.0
TCK-4001240,APP-1005527,In_App_Chat,Status_Inquiry_WhereIsMyAccount,10,8.5
TCK-4001241,APP-1005529,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,18,12.0
TCK-4001242,APP-1005532,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4001243,APP-1005533,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4001244,APP-1005534,In_App_Chat,Status_Inquiry_WhereIsMyAccount,23,8.5
TCK-4001245,APP-1005535,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,26,12.0
TCK-4001246,APP-1005541,Phone_IVR,General_Clarification,15,18.0
TCK-4001247,APP-1005544,In_App_Chat,General_Clarification,39,8.5
TCK-4001248,APP-1005546,Phone_IVR,Status_Inquiry_WhereIsMyAccount,8,18.0
TCK-4001249,APP-1005548,Email_Helpdesk,General_Clarification,18,12.0
TCK-4001250,APP-1005550,Phone_IVR,Status_Inquiry_WhereIsMyAccount,15,18.0
TCK-4001251,APP-1005553,Phone_IVR,Status_Inquiry_WhereIsMyAccount,23,18.0
TCK-4001252,APP-1005560,Phone_IVR,Status_Inquiry_WhereIsMyAccount,28,18.0
TCK-4001253,APP-1005565,In_App_Chat,General_Clarification,6,8.5
TCK-4001254,APP-1005570,Phone_IVR,Status_Inquiry_WhereIsMyAccount,43,18.0
TCK-4001255,APP-1005571,In_App_Chat,Status_Inquiry_WhereIsMyAccount,22,8.5
TCK-4001256,APP-1005574,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,22,12.0
TCK-4001257,APP-1005580,In_App_Chat,Status_Inquiry_WhereIsMyAccount,19,8.5
TCK-4001258,APP-1005584,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4001259,APP-1005588,In_App_Chat,General_Clarification,42,8.5
TCK-4001260,APP-1005600,In_App_Chat,Status_Inquiry_WhereIsMyAccount,26,8.5
TCK-4001261,APP-1005604,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,7,12.0
TCK-4001262,APP-1005605,In_App_Chat,Status_Inquiry_WhereIsMyAccount,36,8.5
TCK-4001263,APP-1005623,Phone_IVR,Status_Inquiry_WhereIsMyAccount,11,18.0
TCK-4001264,APP-1005624,Phone_IVR,Status_Inquiry_WhereIsMyAccount,16,18.0
TCK-4001265,APP-1005628,Phone_IVR,Status_Inquiry_WhereIsMyAccount,7,18.0
TCK-4001266,APP-1005631,In_App_Chat,Status_Inquiry_WhereIsMyAccount,29,8.5
TCK-4001267,APP-1005633,In_App_Chat,Status_Inquiry_WhereIsMyAccount,35,8.5
TCK-4001268,APP-1005636,In_App_Chat,Status_Inquiry_WhereIsMyAccount,28,8.5
TCK-4001269,APP-1005642,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,29,12.0
TCK-4001270,APP-1005646,In_App_Chat,Status_Inquiry_WhereIsMyAccount,7,8.5
TCK-4001271,APP-1005647,Phone_IVR,Status_Inquiry_WhereIsMyAccount,39,18.0
TCK-4001272,APP-1005653,In_App_Chat,Status_Inquiry_WhereIsMyAccount,37,8.5
TCK-4001273,APP-1005655,Email_Helpdesk,Document_Upload_Failure,28,12.0
TCK-4001274,APP-1005667,In_App_Chat,Status_Inquiry_WhereIsMyAccount,21,8.5
TCK-4001275,APP-1005680,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,13,12.0
TCK-4001276,APP-1005687,In_App_Chat,Status_Inquiry_WhereIsMyAccount,30,8.5
TCK-4001277,APP-1005690,In_App_Chat,Status_Inquiry_WhereIsMyAccount,9,8.5
TCK-4001278,APP-1005693,In_App_Chat,Status_Inquiry_WhereIsMyAccount,26,8.5
TCK-4001279,APP-1005696,In_App_Chat,Document_Upload_Failure,13,8.5
TCK-4001280,APP-1005701,Phone_IVR,Status_Inquiry_WhereIsMyAccount,11,18.0
TCK-4001281,APP-1005702,In_App_Chat,Status_Inquiry_WhereIsMyAccount,38,8.5
TCK-4001282,APP-1005710,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,25,12.0
TCK-4001283,APP-1005717,In_App_Chat,Status_Inquiry_WhereIsMyAccount,13,8.5
TCK-4001284,APP-1005718,In_App_Chat,Status_Inquiry_WhereIsMyAccount,8,8.5
TCK-4001285,APP-1005730,In_App_Chat,Status_Inquiry_WhereIsMyAccount,28,8.5
TCK-4001286,APP-1005735,Phone_IVR,General_Clarification,36,18.0
TCK-4001287,APP-1005738,In_App_Chat,Status_Inquiry_WhereIsMyAccount,32,8.5
TCK-4001288,APP-1005743,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,40,12.0
TCK-4001289,APP-1005747,Phone_IVR,Status_Inquiry_WhereIsMyAccount,38,18.0
TCK-4001290,APP-1005750,Phone_IVR,Document_Upload_Failure,29,18.0
TCK-4001291,APP-1005753,In_App_Chat,Document_Upload_Failure,41,8.5
TCK-4001292,APP-1005758,In_App_Chat,Document_Upload_Failure,24,8.5
TCK-4001293,APP-1005760,In_App_Chat,Status_Inquiry_WhereIsMyAccount,14,8.5
TCK-4001294,APP-1005766,Phone_IVR,Document_Upload_Failure,19,18.0
TCK-4001295,APP-1005772,In_App_Chat,Status_Inquiry_WhereIsMyAccount,39,8.5
TCK-4001296,APP-1005776,In_App_Chat,Status_Inquiry_WhereIsMyAccount,44,8.5
TCK-4001297,APP-1005784,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,39,12.0
TCK-4001298,APP-1005786,Phone_IVR,Status_Inquiry_WhereIsMyAccount,22,18.0
TCK-4001299,APP-1005796,In_App_Chat,Status_Inquiry_WhereIsMyAccount,42,8.5
TCK-4001300,APP-1005799,In_App_Chat,Status_Inquiry_WhereIsMyAccount,42,8.5
TCK-4001301,APP-1005803,In_App_Chat,Status_Inquiry_WhereIsMyAccount,26,8.5
TCK-4001302,APP-1005806,In_App_Chat,Status_Inquiry_WhereIsMyAccount,17,8.5
TCK-4001303,APP-1005812,Phone_IVR,Status_Inquiry_WhereIsMyAccount,26,18.0
TCK-4001304,APP-1005817,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,24,12.0
TCK-4001305,APP-1005818,In_App_Chat,Status_Inquiry_WhereIsMyAccount,24,8.5
TCK-4001306,APP-1005822,In_App_Chat,Status_Inquiry_WhereIsMyAccount,22,8.5
TCK-4001307,APP-1005829,In_App_Chat,Status_Inquiry_WhereIsMyAccount,19,8.5
TCK-4001308,APP-1005830,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4001309,APP-1005832,In_App_Chat,Status_Inquiry_WhereIsMyAccount,9,8.5
TCK-4001310,APP-1005833,Phone_IVR,Status_Inquiry_WhereIsMyAccount,31,18.0
TCK-4001311,APP-1005835,In_App_Chat,Status_Inquiry_WhereIsMyAccount,33,8.5
TCK-4001312,APP-1005836,In_App_Chat,Status_Inquiry_WhereIsMyAccount,23,8.5
TCK-4001313,APP-1005838,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,25,12.0
TCK-4001314,APP-1005840,Phone_IVR,Status_Inquiry_WhereIsMyAccount,6,18.0
TCK-4001315,APP-1005841,In_App_Chat,General_Clarification,27,8.5
TCK-4001316,APP-1005845,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,21,12.0
TCK-4001317,APP-1005848,Email_Helpdesk,General_Clarification,36,12.0
TCK-4001318,APP-1005849,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4001319,APP-1005852,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4001320,APP-1005864,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,39,12.0
TCK-4001321,APP-1005870,Phone_IVR,Status_Inquiry_WhereIsMyAccount,32,18.0
TCK-4001322,APP-1005875,Phone_IVR,Status_Inquiry_WhereIsMyAccount,23,18.0
TCK-4001323,APP-1005877,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4001324,APP-1005888,Email_Helpdesk,General_Clarification,44,12.0
TCK-4001325,APP-1005889,In_App_Chat,Status_Inquiry_WhereIsMyAccount,40,8.5
TCK-4001326,APP-1005894,Phone_IVR,Status_Inquiry_WhereIsMyAccount,21,18.0
TCK-4001327,APP-1005896,In_App_Chat,Status_Inquiry_WhereIsMyAccount,21,8.5
TCK-4001328,APP-1005897,Phone_IVR,Status_Inquiry_WhereIsMyAccount,30,18.0
TCK-4001329,APP-1005903,In_App_Chat,Status_Inquiry_WhereIsMyAccount,34,8.5
TCK-4001330,APP-1005907,In_App_Chat,Status_Inquiry_WhereIsMyAccount,17,8.5
TCK-4001331,APP-1005909,Phone_IVR,General_Clarification,44,18.0
TCK-4001332,APP-1005911,In_App_Chat,Status_Inquiry_WhereIsMyAccount,34,8.5
TCK-4001333,APP-1005912,In_App_Chat,Status_Inquiry_WhereIsMyAccount,21,8.5
TCK-4001334,APP-1005915,In_App_Chat,Document_Upload_Failure,22,8.5
TCK-4001335,APP-1005916,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,11,12.0
TCK-4001336,APP-1005918,In_App_Chat,Status_Inquiry_WhereIsMyAccount,16,8.5
TCK-4001337,APP-1005920,In_App_Chat,Status_Inquiry_WhereIsMyAccount,7,8.5
TCK-4001338,APP-1005921,In_App_Chat,Status_Inquiry_WhereIsMyAccount,29,8.5
TCK-4001339,APP-1005934,Email_Helpdesk,General_Clarification,23,12.0
TCK-4001340,APP-1005935,In_App_Chat,Status_Inquiry_WhereIsMyAccount,30,8.5
TCK-4001341,APP-1005943,Phone_IVR,Status_Inquiry_WhereIsMyAccount,13,18.0
TCK-4001342,APP-1005946,In_App_Chat,Status_Inquiry_WhereIsMyAccount,29,8.5
TCK-4001343,APP-1005947,In_App_Chat,Status_Inquiry_WhereIsMyAccount,44,8.5
TCK-4001344,APP-1005950,Phone_IVR,Status_Inquiry_WhereIsMyAccount,40,18.0
TCK-4001345,APP-1005951,In_App_Chat,Status_Inquiry_WhereIsMyAccount,41,8.5
TCK-4001346,APP-1005957,In_App_Chat,General_Clarification,21,8.5
TCK-4001347,APP-1005959,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4001348,APP-1005961,Email_Helpdesk,General_Clarification,33,12.0
TCK-4001349,APP-1005965,In_App_Chat,Status_Inquiry_WhereIsMyAccount,34,8.5
TCK-4001350,APP-1005966,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,13,12.0
TCK-4001351,APP-1005973,In_App_Chat,Status_Inquiry_WhereIsMyAccount,41,8.5
TCK-4001352,APP-1005978,Phone_IVR,Status_Inquiry_WhereIsMyAccount,8,18.0
TCK-4001353,APP-1005982,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4001354,APP-1005996,Phone_IVR,Status_Inquiry_WhereIsMyAccount,32,18.0
TCK-4001355,APP-1006010,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,34,12.0
TCK-4001356,APP-1006013,Phone_IVR,Status_Inquiry_WhereIsMyAccount,37,18.0
TCK-4001357,APP-1006026,Phone_IVR,Status_Inquiry_WhereIsMyAccount,12,18.0
TCK-4001358,APP-1006028,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,18,12.0
TCK-4001359,APP-1006032,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,11,12.0
TCK-4001360,APP-1006042,Phone_IVR,Document_Upload_Failure,21,18.0
TCK-4001361,APP-1006050,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4001362,APP-1006052,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,34,12.0
TCK-4001363,APP-1006063,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,40,12.0
TCK-4001364,APP-1006067,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4001365,APP-1006069,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,21,12.0
TCK-4001366,APP-1006078,Email_Helpdesk,General_Clarification,43,12.0
TCK-4001367,APP-1006085,Phone_IVR,Status_Inquiry_WhereIsMyAccount,7,18.0
TCK-4001368,APP-1006087,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,19,12.0
TCK-4001369,APP-1006091,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4001370,APP-1006095,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4001371,APP-1006107,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4001372,APP-1006114,In_App_Chat,General_Clarification,10,8.5
TCK-4001373,APP-1006117,Phone_IVR,Status_Inquiry_WhereIsMyAccount,26,18.0
TCK-4001374,APP-1006121,Phone_IVR,Status_Inquiry_WhereIsMyAccount,6,18.0
TCK-4001375,APP-1006123,In_App_Chat,Status_Inquiry_WhereIsMyAccount,16,8.5
TCK-4001376,APP-1006125,Phone_IVR,Status_Inquiry_WhereIsMyAccount,31,18.0
TCK-4001377,APP-1006129,Email_Helpdesk,General_Clarification,35,12.0
TCK-4001378,APP-1006134,In_App_Chat,Status_Inquiry_WhereIsMyAccount,32,8.5
TCK-4001379,APP-1006135,In_App_Chat,Status_Inquiry_WhereIsMyAccount,24,8.5
TCK-4001380,APP-1006138,Phone_IVR,Status_Inquiry_WhereIsMyAccount,39,18.0
TCK-4001381,APP-1006139,In_App_Chat,General_Clarification,41,8.5
TCK-4001382,APP-1006140,In_App_Chat,Status_Inquiry_WhereIsMyAccount,31,8.5
TCK-4001383,APP-1006145,In_App_Chat,Status_Inquiry_WhereIsMyAccount,12,8.5
TCK-4001384,APP-1006149,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4001385,APP-1006151,Email_Helpdesk,Document_Upload_Failure,27,12.0
TCK-4001386,APP-1006158,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,28,12.0
TCK-4001387,APP-1006164,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4001388,APP-1006169,Phone_IVR,Status_Inquiry_WhereIsMyAccount,27,18.0
TCK-4001389,APP-1006175,Phone_IVR,Status_Inquiry_WhereIsMyAccount,24,18.0
TCK-4001390,APP-1006176,In_App_Chat,Status_Inquiry_WhereIsMyAccount,9,8.5
TCK-4001391,APP-1006177,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,16,12.0
TCK-4001392,APP-1006178,Phone_IVR,General_Clarification,10,18.0
TCK-4001393,APP-1006179,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,18,12.0
TCK-4001394,APP-1006180,Phone_IVR,Status_Inquiry_WhereIsMyAccount,16,18.0
TCK-4001395,APP-1006181,In_App_Chat,Status_Inquiry_WhereIsMyAccount,21,8.5
TCK-4001396,APP-1006182,In_App_Chat,Document_Upload_Failure,25,8.5
TCK-4001397,APP-1006184,Phone_IVR,Status_Inquiry_WhereIsMyAccount,14,18.0
TCK-4001398,APP-1006186,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,18,12.0
TCK-4001399,APP-1006198,Phone_IVR,Status_Inquiry_WhereIsMyAccount,43,18.0
TCK-4001400,APP-1006206,Phone_IVR,Status_Inquiry_WhereIsMyAccount,37,18.0
TCK-4001401,APP-1006213,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,5,12.0
TCK-4001402,APP-1006214,In_App_Chat,General_Clarification,8,8.5
TCK-4001403,APP-1006226,Phone_IVR,Status_Inquiry_WhereIsMyAccount,28,18.0
TCK-4001404,APP-1006227,In_App_Chat,Status_Inquiry_WhereIsMyAccount,34,8.5
TCK-4001405,APP-1006237,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4001406,APP-1006239,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,10,12.0
TCK-4001407,APP-1006241,Phone_IVR,Status_Inquiry_WhereIsMyAccount,23,18.0
TCK-4001408,APP-1006245,Phone_IVR,Status_Inquiry_WhereIsMyAccount,13,18.0
TCK-4001409,APP-1006249,Phone_IVR,Status_Inquiry_WhereIsMyAccount,40,18.0
TCK-4001410,APP-1006250,Phone_IVR,General_Clarification,8,18.0
TCK-4001411,APP-1006259,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,39,12.0
TCK-4001412,APP-1006264,Phone_IVR,Document_Upload_Failure,18,18.0
TCK-4001413,APP-1006268,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4001414,APP-1006273,Phone_IVR,Status_Inquiry_WhereIsMyAccount,17,18.0
TCK-4001415,APP-1006274,In_App_Chat,Status_Inquiry_WhereIsMyAccount,32,8.5
TCK-4001416,APP-1006276,Phone_IVR,Status_Inquiry_WhereIsMyAccount,6,18.0
TCK-4001417,APP-1006278,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,12,12.0
TCK-4001418,APP-1006280,Phone_IVR,Status_Inquiry_WhereIsMyAccount,16,18.0
TCK-4001419,APP-1006281,Phone_IVR,Status_Inquiry_WhereIsMyAccount,42,18.0
TCK-4001420,APP-1006282,Phone_IVR,Status_Inquiry_WhereIsMyAccount,33,18.0
TCK-4001421,APP-1006283,In_App_Chat,Document_Upload_Failure,22,8.5
TCK-4001422,APP-1006284,Phone_IVR,Status_Inquiry_WhereIsMyAccount,38,18.0
TCK-4001423,APP-1006291,In_App_Chat,Status_Inquiry_WhereIsMyAccount,22,8.5
TCK-4001424,APP-1006301,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4001425,APP-1006302,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4001426,APP-1006305,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4001427,APP-1006316,In_App_Chat,Status_Inquiry_WhereIsMyAccount,31,8.5
TCK-4001428,APP-1006317,Email_Helpdesk,Document_Upload_Failure,17,12.0
TCK-4001429,APP-1006325,In_App_Chat,Status_Inquiry_WhereIsMyAccount,7,8.5
TCK-4001430,APP-1006329,In_App_Chat,General_Clarification,16,8.5
TCK-4001431,APP-1006330,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,30,12.0
TCK-4001432,APP-1006332,Phone_IVR,Status_Inquiry_WhereIsMyAccount,15,18.0
TCK-4001433,APP-1006334,In_App_Chat,Status_Inquiry_WhereIsMyAccount,39,8.5
TCK-4001434,APP-1006337,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4001435,APP-1006338,In_App_Chat,Status_Inquiry_WhereIsMyAccount,17,8.5
TCK-4001436,APP-1006343,Phone_IVR,General_Clarification,26,18.0
TCK-4001437,APP-1006345,In_App_Chat,Status_Inquiry_WhereIsMyAccount,38,8.5
TCK-4001438,APP-1006346,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4001439,APP-1006349,Phone_IVR,Status_Inquiry_WhereIsMyAccount,12,18.0
TCK-4001440,APP-1006364,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,39,12.0
TCK-4001441,APP-1006365,Phone_IVR,Status_Inquiry_WhereIsMyAccount,44,18.0
TCK-4001442,APP-1006368,In_App_Chat,Status_Inquiry_WhereIsMyAccount,43,8.5
TCK-4001443,APP-1006382,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,16,12.0
TCK-4001444,APP-1006384,Phone_IVR,Status_Inquiry_WhereIsMyAccount,39,18.0
TCK-4001445,APP-1006388,In_App_Chat,General_Clarification,41,8.5
TCK-4001446,APP-1006397,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4001447,APP-1006399,In_App_Chat,Status_Inquiry_WhereIsMyAccount,30,8.5
TCK-4001448,APP-1006407,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,8,12.0
TCK-4001449,APP-1006413,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4001450,APP-1006415,In_App_Chat,Document_Upload_Failure,39,8.5
TCK-4001451,APP-1006418,Phone_IVR,Document_Upload_Failure,18,18.0
TCK-4001452,APP-1006420,Phone_IVR,Status_Inquiry_WhereIsMyAccount,36,18.0
TCK-4001453,APP-1006422,Phone_IVR,Status_Inquiry_WhereIsMyAccount,43,18.0
TCK-4001454,APP-1006429,Phone_IVR,Status_Inquiry_WhereIsMyAccount,38,18.0
TCK-4001455,APP-1006430,Phone_IVR,Status_Inquiry_WhereIsMyAccount,37,18.0
TCK-4001456,APP-1006431,Phone_IVR,Status_Inquiry_WhereIsMyAccount,11,18.0
TCK-4001457,APP-1006434,Phone_IVR,Status_Inquiry_WhereIsMyAccount,6,18.0
TCK-4001458,APP-1006435,In_App_Chat,Status_Inquiry_WhereIsMyAccount,38,8.5
TCK-4001459,APP-1006444,In_App_Chat,Status_Inquiry_WhereIsMyAccount,26,8.5
TCK-4001460,APP-1006446,Phone_IVR,Document_Upload_Failure,36,18.0
TCK-4001461,APP-1006449,Phone_IVR,Status_Inquiry_WhereIsMyAccount,30,18.0
TCK-4001462,APP-1006451,Phone_IVR,Status_Inquiry_WhereIsMyAccount,7,18.0
TCK-4001463,APP-1006459,Phone_IVR,General_Clarification,15,18.0
TCK-4001464,APP-1006466,Phone_IVR,Status_Inquiry_WhereIsMyAccount,33,18.0
TCK-4001465,APP-1006467,In_App_Chat,Status_Inquiry_WhereIsMyAccount,43,8.5
TCK-4001466,APP-1006475,Phone_IVR,Status_Inquiry_WhereIsMyAccount,27,18.0
TCK-4001467,APP-1006481,Phone_IVR,Status_Inquiry_WhereIsMyAccount,34,18.0
TCK-4001468,APP-1006482,In_App_Chat,Status_Inquiry_WhereIsMyAccount,34,8.5
TCK-4001469,APP-1006493,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,7,12.0
TCK-4001470,APP-1006501,In_App_Chat,Status_Inquiry_WhereIsMyAccount,34,8.5
TCK-4001471,APP-1006504,In_App_Chat,Status_Inquiry_WhereIsMyAccount,34,8.5
TCK-4001472,APP-1006506,Phone_IVR,Document_Upload_Failure,44,18.0
