application_id,customer_id,application_date,customer_type,country,region,product_type,channel,risk_tier,rework_flag,rework_reason,manual_review_flag,review_team,status,touch_time_hours,wait_time_hours,total_cycle_time_hours,sla_breach_flag,has_support_ticket
APP-1002088,CUST-2002088,2025-02-28 23:06:34,SME_Business,MEX,LATAM,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,1.81,15.48,17.29,False,False
APP-1002089,CUST-2002089,2025-03-25 08:58:35,Standard_Retail,USA,US,Checking_Standard,Mobile_App,MEDIUM,False,None,True,L2_Compliance,APPROVED,8.09,74.77,82.86,True,True
APP-1002090,CUST-2002090,2025-01-10 00:43:57,SME_Business,USA,US,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,1.88,8.33,10.21,False,False
APP-1002091,CUST-2002091,2025-08-13 05:12:20,Fintech_Digital,USA,US,Savings_HighYield,Mobile_App,LOW,False,None,False,None,APPROVED,1.93,12.04,13.97,False,False
APP-1002092,CUST-2002092,2025-05-01 16:38:04,Standard_Retail,USA,US,Premier_Checking,Web_Portal,LOW,True,Incomplete_Form,False,None,APPROVED,1.95,41.39,43.34,False,True
APP-1002093,CUST-2002093,2025-07-02 13:47:10,Standard_Retail,FRA,UK_EU,SME_Operating_Account,Web_Portal,MEDIUM,False,None,True,L1_Ops,APPROVED,10.96,60.12,71.08,True,True
APP-1002094,CUST-2002094,2025-10-13 10:41:46,Standard_Retail,BRA,LATAM,Checking_Standard,Branch_Assisted,LOW,False,None,False,None,APPROVED,2.93,6.71,9.64,False,False
APP-1002095,CUST-2002095,2025-05-26 20:24:31,SME_Business,USA,US,SME_Operating_Account,Mobile_App,LOW,False,None,False,None,APPROVED,2.81,2.83,5.64,False,False
APP-1002096,CUST-2002096,2025-04-29 20:51:32,Premier_Wealth,GBR,UK_EU,Checking_Standard,Mobile_App,MEDIUM,False,None,False,None,APPROVED,1.72,5.05,6.77,False,False
APP-1002097,CUST-2002097,2025-11-14 22:06:01,Premier_Wealth,USA,US,Premier_Checking,Mobile_App,LOW,False,None,False,None,APPROVED,2.55,10.06,12.61,False,False
APP-1002098,CUST-2002098,2025-07-19 11:38:27,SME_Business,DEU,UK_EU,SME_Operating_Account,Branch_Assisted,LOW,False,None,True,L1_Ops,APPROVED,10.6,83.6,94.2,True,True
APP-1002099,CUST-2002099,2025-10-16 03:58:48,Standard_Retail,USA,US,SME_Operating_Account,Mobile_App,LOW,True,Expired_ID,True,L1_Ops,APPROVED,14.12,100.47,114.59,True,False
APP-1002100,CUST-2002100,2025-11-03 20:08:42,Fintech_Digital,GBR,UK_EU,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,2.32,5.33,7.65,False,False
APP-1002101,CUST-2002101,2025-02-16 06:14:41,Standard_Retail,DEU,UK_EU,Savings_HighYield,Mobile_App,HIGH,True,Blurry_Image,True,L2_Compliance,APPROVED,15.17,125.88,141.05,True,True
APP-1002102,CUST-2002102,2025-02-01 05:54:02,Standard_Retail,USA,US,SME_Operating_Account,Web_Portal,LOW,False,None,False,None,APPROVED,2.4,12.45,14.85,False,False
APP-1002103,CUST-2002103,2025-09-13 23:09:14,SME_Business,GBR,UK_EU,Premier_Checking,Mobile_App,HIGH,True,Blurry_Image,True,L2_Compliance,ABANDONED,9.15,171.04,180.19,True,False
APP-1002104,CUST-2002104,2025-02-27 10:33:37,SME_Business,AUS,APAC,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,1.78,4.06,5.84,False,False
APP-1002105,CUST-2002105,2025-10-04 03:06:53,Standard_Retail,SGP,APAC,Checking_Standard,Web_Portal,LOW,True,Address_Proof_Mismatch,False,None,APPROVED,3.53,28.73,32.26,False,False
APP-1002106,CUST-2002106,2025-12-03 14:10:01,Fintech_Digital,FRA,UK_EU,Premier_Checking,Mobile_App,LOW,False,None,False,None,ABANDONED,1.78,13.27,15.05,False,False
APP-1002107,CUST-2002107,2025-06-07 21:53:45,Fintech_Digital,FRA,UK_EU,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,4.2,17.08,21.28,False,False
APP-1002108,CUST-2002108,2025-08-23 16:19:10,Standard_Retail,SGP,APAC,Savings_HighYield,Web_Portal,LOW,True,Address_Proof_Mismatch,True,L1_Ops,APPROVED,18.63,111.66,130.29,True,True
APP-1002109,CUST-2002109,2025-11-07 05:35:55,Fintech_Digital,FRA,UK_EU,Checking_Standard,Branch_Assisted,HIGH,False,None,True,L2_Compliance,REJECTED,8.91,45.48,54.39,True,True
APP-1002110,CUST-2002110,2025-12-25 15:02:07,Standard_Retail,AUS,APAC,Savings_HighYield,Affiliate_Partner,LOW,False,None,False,None,APPROVED,2.38,10.07,12.45,False,False
APP-1002111,CUST-2002111,2025-06-23 11:39:50,Standard_Retail,DEU,UK_EU,Checking_Standard,Branch_Assisted,LOW,False,None,False,None,APPROVED,1.71,26.69,28.4,False,False
APP-1002112,CUST-2002112,2025-01-07 12:28:01,Standard_Retail,FRA,UK_EU,Checking_Standard,Branch_Assisted,LOW,True,Blurry_Image,True,L1_Ops,APPROVED,10.33,132.81,143.14,True,False
APP-1002113,CUST-2002113,2025-04-09 02:25:58,Fintech_Digital,USA,US,SME_Operating_Account,Mobile_App,LOW,True,Blurry_Image,True,L1_Ops,ABANDONED,15.87,130.48,146.35,True,False
APP-1002114,CUST-2002114,2025-01-15 03:15:04,Premier_Wealth,USA,US,SME_Operating_Account,Mobile_App,LOW,True,Blurry_Image,True,L1_Ops,APPROVED,12.93,141.24,154.17,True,True
APP-1002115,CUST-2002115,2025-01-25 01:17:48,Standard_Retail,GBR,UK_EU,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,2.17,9.0,11.17,False,False
APP-1002116,CUST-2002116,2025-06-02 21:52:28,Standard_Retail,GBR,UK_EU,Checking_Standard,Branch_Assisted,LOW,False,None,False,None,APPROVED,2.56,8.48,11.04,False,False
APP-1002117,CUST-2002117,2025-02-21 15:26:36,Premier_Wealth,GBR,UK_EU,SME_Operating_Account,Web_Portal,LOW,True,Expired_ID,True,L1_Ops,APPROVED,13.18,126.77,139.95,True,False
APP-1002118,CUST-2002118,2025-01-30 02:55:48,Standard_Retail,USA,US,Savings_HighYield,Mobile_App,LOW,False,None,False,None,APPROVED,3.41,5.48,8.89,False,False
APP-1002119,CUST-2002119,2025-02-17 16:21:08,Fintech_Digital,USA,US,Premier_Checking,Mobile_App,LOW,True,Blurry_Image,True,L1_Ops,APPROVED,13.14,127.09,140.23,True,True
APP-1002120,CUST-2002120,2025-07-12 23:30:33,SME_Business,GBR,UK_EU,Premier_Checking,Mobile_App,MEDIUM,False,None,True,L2_Compliance,ABANDONED,21.34,98.14,119.48,True,True
APP-1002121,CUST-2002121,2025-01-30 18:00:55,Standard_Retail,FRA,UK_EU,Checking_Standard,Web_Portal,LOW,True,Expired_ID,False,None,APPROVED,2.23,58.98,61.21,True,True
APP-1002122,CUST-2002122,2025-09-23 15:15:22,Fintech_Digital,USA,US,SME_Operating_Account,Affiliate_Partner,LOW,True,Address_Proof_Mismatch,True,L1_Ops,ABANDONED,7.98,119.11,127.09,True,True
APP-1002123,CUST-2002123,2025-03-23 08:25:08,Standard_Retail,DEU,UK_EU,Savings_HighYield,Affiliate_Partner,LOW,False,None,False,None,APPROVED,2.74,9.99,12.73,False,False
APP-1002124,CUST-2002124,2025-03-07 16:53:12,Fintech_Digital,USA,US,Checking_Standard,Mobile_App,MEDIUM,False,None,False,None,APPROVED,2.57,17.16,19.73,False,False
APP-1002125,CUST-2002125,2025-12-14 06:06:25,Premier_Wealth,GBR,UK_EU,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,3.15,7.49,10.64,False,False
APP-1002126,CUST-2002126,2025-08-07 11:19:58,Premier_Wealth,USA,US,Checking_Standard,Mobile_App,HIGH,True,Expired_ID,True,L2_Compliance,APPROVED,16.56,171.02,187.58,True,False
APP-1002127,CUST-2002127,2025-09-11 18:24:03,Standard_Retail,BRA,LATAM,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,2.48,8.69,11.17,False,False
APP-1002128,CUST-2002128,2025-02-01 21:26:35,Fintech_Digital,USA,US,Savings_HighYield,Web_Portal,LOW,False,None,False,None,ABANDONED,1.9,33.48,35.38,False,False
APP-1002129,CUST-2002129,2025-07-31 00:57:03,Standard_Retail,USA,US,Premier_Checking,Mobile_App,MEDIUM,False,None,True,L1_Ops,APPROVED,10.26,104.19,114.45,True,True
APP-1002130,CUST-2002130,2025-12-02 10:22:14,Standard_Retail,GBR,UK_EU,Checking_Standard,Affiliate_Partner,LOW,False,None,True,L1_Ops,APPROVED,21.63,74.9,96.53,True,True
APP-1002131,CUST-2002131,2025-05-30 11:39:16,Standard_Retail,FRA,UK_EU,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,1.73,4.49,6.22,False,False
APP-1002132,CUST-2002132,2025-10-28 04:46:42,Premier_Wealth,DEU,UK_EU,Premier_Checking,Web_Portal,HIGH,False,None,True,L2_Compliance,REJECTED,15.81,32.44,48.25,True,True
APP-1002133,CUST-2002133,2025-05-20 16:08:26,Standard_Retail,FRA,UK_EU,SME_Operating_Account,Web_Portal,LOW,False,None,False,None,APPROVED,3.36,10.5,13.86,False,False
APP-1002134,CUST-2002134,2025-12-26 11:38:31,SME_Business,DEU,UK_EU,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,1.41,4.76,6.17,False,False
APP-1002135,CUST-2002135,2025-12-29 09:54:31,Fintech_Digital,FRA,UK_EU,Checking_Standard,Affiliate_Partner,HIGH,True,Address_Proof_Mismatch,True,L2_Compliance,APPROVED,8.78,164.63,173.41,True,True
APP-1002136,CUST-2002136,2025-03-26 12:42:27,Standard_Retail,BRA,LATAM,SME_Operating_Account,Mobile_App,LOW,True,Incomplete_Form,False,None,APPROVED,2.71,60.73,63.44,True,True
APP-1002137,CUST-2002137,2025-09-02 09:39:45,SME_Business,FRA,UK_EU,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,2.61,5.3,7.91,False,False
APP-1002138,CUST-2002138,2025-08-28 04:13:31,Standard_Retail,DEU,UK_EU,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,3.25,8.65,11.9,False,False
APP-1002139,CUST-2002139,2025-11-27 00:24:59,Fintech_Digital,GBR,UK_EU,SME_Operating_Account,Mobile_App,LOW,False,None,True,L1_Ops,APPROVED,20.89,46.4,67.29,True,True
APP-1002140,CUST-2002140,2025-05-21 06:50:33,SME_Business,FRA,UK_EU,SME_Operating_Account,Mobile_App,LOW,True,Address_Proof_Mismatch,True,L1_Ops,APPROVED,14.35,162.64,176.99,True,False
APP-1002141,CUST-2002141,2025-06-11 02:50:31,Standard_Retail,BRA,LATAM,Checking_Standard,Mobile_App,MEDIUM,True,Address_Proof_Mismatch,False,None,APPROVED,2.76,51.91,54.67,True,False
APP-1002142,CUST-2002142,2025-07-14 06:48:01,SME_Business,USA,US,Checking_Standard,Web_Portal,HIGH,False,None,True,L2_Compliance,REJECTED,10.67,93.1,103.77,True,False
APP-1002143,CUST-2002143,2025-09-07 08:07:14,Standard_Retail,USA,US,SME_Operating_Account,Mobile_App,LOW,True,Blurry_Image,True,L1_Ops,APPROVED,14.84,156.56,171.4,True,False
APP-1002144,CUST-2002144,2025-04-21 11:20:05,Standard_Retail,USA,US,SME_Operating_Account,Mobile_App,LOW,False,None,True,L1_Ops,APPROVED,5.78,71.18,76.96,True,True
APP-1002145,CUST-2002145,2025-11-14 03:59:22,SME_Business,FRA,UK_EU,Checking_Standard,Mobile_App,MEDIUM,False,None,True,L2_Compliance,APPROVED,5.72,51.47,57.19,True,False
APP-1002146,CUST-2002146,2025-01-09 05:38:34,Standard_Retail,USA,US,Savings_HighYield,Mobile_App,LOW,False,None,True,L1_Ops,ABANDONED,5.75,114.3,120.05,True,False
APP-1002147,CUST-2002147,2025-08-20 11:15:25,Standard_Retail,AUS,APAC,Premier_Checking,Web_Portal,LOW,False,None,False,None,APPROVED,2.11,17.59,19.7,False,False
APP-1002148,CUST-2002148,2025-04-02 11:55:51,Standard_Retail,SGP,APAC,Checking_Standard,Affiliate_Partner,PEP,False,None,True,L2_Compliance,ABANDONED,11.99,51.28,63.27,True,False
APP-1002149,CUST-2002149,2025-06-23 12:38:40,SME_Business,GBR,UK_EU,SME_Operating_Account,Mobile_App,LOW,True,Blurry_Image,True,L1_Ops,ABANDONED,9.84,84.79,94.63,True,True
APP-1002150,CUST-2002150,2025-07-07 10:41:36,Standard_Retail,GBR,UK_EU,Checking_Standard,Mobile_App,LOW,True,Blurry_Image,True,L1_Ops,APPROVED,6.56,188.02,194.58,True,True
APP-1002151,CUST-2002151,2025-10-10 13:25:23,Standard_Retail,USA,US,Checking_Standard,Branch_Assisted,LOW,False,None,False,None,ABANDONED,1.9,11.88,13.78,False,False
APP-1002152,CUST-2002152,2025-01-18 06:11:55,SME_Business,FRA,UK_EU,Savings_HighYield,Web_Portal,MEDIUM,True,Address_Proof_Mismatch,False,None,ABANDONED,2.46,46.38,48.84,True,False
APP-1002153,CUST-2002153,2025-01-29 01:18:56,SME_Business,DEU,UK_EU,SME_Operating_Account,Mobile_App,LOW,False,None,True,L1_Ops,APPROVED,10.0,51.64,61.64,True,False
APP-1002154,CUST-2002154,2025-05-31 18:42:12,Standard_Retail,GBR,UK_EU,SME_Operating_Account,Mobile_App,LOW,True,Blurry_Image,False,None,APPROVED,1.4,63.4,64.8,True,False
APP-1002155,CUST-2002155,2025-03-08 11:52:54,Standard_Retail,FRA,UK_EU,Savings_HighYield,Mobile_App,LOW,True,Blurry_Image,False,None,ABANDONED,2.79,31.49,34.28,False,False
APP-1002156,CUST-2002156,2025-11-10 19:19:30,Standard_Retail,USA,US,Checking_Standard,Branch_Assisted,LOW,False,None,True,L2_Compliance,APPROVED,15.04,30.3,45.34,False,False
APP-1002157,CUST-2002157,2025-01-29 22:06:11,Standard_Retail,USA,US,Savings_HighYield,Web_Portal,LOW,False,None,False,None,APPROVED,2.07,17.15,19.22,False,False
APP-1002158,CUST-2002158,2025-09-21 13:11:20,Standard_Retail,DEU,UK_EU,Checking_Standard,Affiliate_Partner,LOW,False,None,False,None,APPROVED,2.46,9.01,11.47,False,True
APP-1002159,CUST-2002159,2025-10-18 13:13:52,SME_Business,USA,US,Premier_Checking,Mobile_App,MEDIUM,True,Address_Proof_Mismatch,False,None,APPROVED,1.61,52.03,53.64,True,False
APP-1002160,CUST-2002160,2025-03-04 12:20:25,Premier_Wealth,SGP,APAC,Savings_HighYield,Mobile_App,LOW,False,None,True,L1_Ops,APPROVED,12.46,62.0,74.46,True,False
APP-1002161,CUST-2002161,2025-08-13 15:14:12,Premier_Wealth,FRA,UK_EU,SME_Operating_Account,Web_Portal,LOW,False,None,False,None,REJECTED,2.89,6.32,9.21,False,False
APP-1002162,CUST-2002162,2025-10-18 08:32:18,Standard_Retail,GBR,UK_EU,Checking_Standard,Web_Portal,LOW,True,Address_Proof_Mismatch,True,L1_Ops,APPROVED,18.65,143.51,162.16,True,True
APP-1002163,CUST-2002163,2025-12-07 08:49:52,SME_Business,GBR,UK_EU,Premier_Checking,Mobile_App,MEDIUM,True,Expired_ID,True,L1_Ops,APPROVED,10.47,108.69,119.16,True,True
APP-1002164,CUST-2002164,2025-11-08 02:06:58,Standard_Retail,BRA,LATAM,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,2.16,17.82,19.98,False,False
APP-1002165,CUST-2002165,2025-02-20 09:15:57,Fintech_Digital,DEU,UK_EU,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,2.39,7.22,9.61,False,False
APP-1002166,CUST-2002166,2025-11-01 01:35:02,Premier_Wealth,GBR,UK_EU,Checking_Standard,Branch_Assisted,LOW,True,Blurry_Image,True,L1_Ops,APPROVED,11.56,131.89,143.45,True,True
APP-1002167,CUST-2002167,2025-03-05 09:46:22,Standard_Retail,USA,US,Savings_HighYield,Mobile_App,LOW,False,None,False,None,APPROVED,1.34,6.85,8.19,False,False
APP-1002168,CUST-2002168,2025-06-12 14:07:37,SME_Business,USA,US,Premier_Checking,Mobile_App,MEDIUM,False,None,True,L1_Ops,APPROVED,8.07,99.07,107.14,True,True
APP-1002169,CUST-2002169,2025-10-31 16:06:04,Standard_Retail,FRA,UK_EU,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,2.0,7.57,9.57,False,False
APP-1002170,CUST-2002170,2025-08-10 07:42:38,SME_Business,USA,US,Premier_Checking,Branch_Assisted,LOW,False,None,False,None,APPROVED,2.59,5.1,7.69,False,False
APP-1002171,CUST-2002171,2025-07-15 02:42:38,Standard_Retail,FRA,UK_EU,Premier_Checking,Web_Portal,LOW,True,Expired_ID,True,L1_Ops,REJECTED,8.01,119.14,127.15,True,True
APP-1002172,CUST-2002172,2025-01-30 00:53:41,Standard_Retail,MEX,LATAM,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,2.1,9.46,11.56,False,False
APP-1002173,CUST-2002173,2025-05-18 16:08:52,Fintech_Digital,DEU,UK_EU,SME_Operating_Account,Mobile_App,LOW,False,None,False,None,APPROVED,0.98,10.09,11.07,False,False
APP-1002174,CUST-2002174,2025-03-17 06:41:32,Standard_Retail,MEX,LATAM,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,1.43,18.29,19.72,False,True
APP-1002175,CUST-2002175,2025-06-07 23:37:11,SME_Business,AUS,APAC,Checking_Standard,Mobile_App,MEDIUM,False,None,True,L1_Ops,APPROVED,13.57,70.63,84.2,True,False
APP-1002176,CUST-2002176,2025-03-27 00:15:49,Standard_Retail,DEU,UK_EU,Checking_Standard,Web_Portal,LOW,True,Blurry_Image,False,None,APPROVED,1.94,40.05,41.99,False,True
APP-1002177,CUST-2002177,2025-10-12 09:14:28,Premier_Wealth,MEX,LATAM,Checking_Standard,Affiliate_Partner,MEDIUM,False,None,False,None,APPROVED,4.65,8.64,13.29,False,False
APP-1002178,CUST-2002178,2025-02-22 06:53:55,SME_Business,DEU,UK_EU,Checking_Standard,Affiliate_Partner,HIGH,False,None,True,L2_Compliance,APPROVED,7.12,51.55,58.67,True,True
APP-1002179,CUST-2002179,2025-11-26 18:17:01,Standard_Retail,AUS,APAC,Savings_HighYield,Mobile_App,MEDIUM,True,Blurry_Image,True,L1_Ops,APPROVED,11.3,320.0,331.3,True,True
APP-1002180,CUST-2002180,2025-09-24 14:50:45,Standard_Retail,FRA,UK_EU,Savings_HighYield,Web_Portal,LOW,False,None,False,None,APPROVED,3.5,7.64,11.14,False,False
APP-1002181,CUST-2002181,2025-05-02 07:46:53,Standard_Retail,BRA,LATAM,SME_Operating_Account,Web_Portal,LOW,True,Expired_ID,False,None,ABANDONED,1.54,41.57,43.11,False,False
APP-1002182,CUST-2002182,2025-02-23 14:20:42,Standard_Retail,DEU,UK_EU,Checking_Standard,Mobile_App,MEDIUM,False,None,True,L1_Ops,APPROVED,14.64,88.78,103.42,True,False
APP-1002183,CUST-2002183,2025-02-01 18:35:23,Standard_Retail,USA,US,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,2.47,14.7,17.17,False,False
APP-1002184,CUST-2002184,2025-02-28 03:07:44,Premier_Wealth,GBR,UK_EU,SME_Operating_Account,Mobile_App,LOW,False,None,False,None,APPROVED,2.07,5.09,7.16,False,False
APP-1002185,CUST-2002185,2025-05-13 06:58:53,Fintech_Digital,USA,US,Savings_HighYield,Mobile_App,LOW,True,Incomplete_Form,False,None,ABANDONED,1.7,36.22,37.92,False,False
APP-1002186,CUST-2002186,2025-07-14 07:50:39,Fintech_Digital,GBR,UK_EU,Checking_Standard,Mobile_App,LOW,True,Expired_ID,False,None,ABANDONED,2.39,47.56,49.95,True,False
APP-1002187,CUST-2002187,2025-10-11 05:13:15,SME_Business,AUS,APAC,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,1.12,19.04,20.16,False,False
APP-1002188,CUST-2002188,2025-04-12 11:01:13,SME_Business,MEX,LATAM,Checking_Standard,Affiliate_Partner,LOW,False,None,True,L1_Ops,APPROVED,13.46,65.36,78.82,True,True
APP-1002189,CUST-2002189,2025-10-30 16:33:07,Premier_Wealth,DEU,UK_EU,Savings_HighYield,Mobile_App,HIGH,False,None,True,L2_Compliance,APPROVED,15.05,59.56,74.61,True,False
APP-1002190,CUST-2002190,2025-06-18 08:02:11,Standard_Retail,DEU,UK_EU,Checking_Standard,Affiliate_Partner,LOW,False,None,False,None,APPROVED,2.17,13.63,15.8,False,False
APP-1002191,CUST-2002191,2025-05-04 09:15:12,Fintech_Digital,DEU,UK_EU,Savings_HighYield,Affiliate_Partner,MEDIUM,False,None,False,None,APPROVED,1.96,6.66,8.62,False,False
APP-1002192,CUST-2002192,2025-09-22 21:14:37,SME_Business,MEX,LATAM,Savings_HighYield,Mobile_App,LOW,True,Expired_ID,True,L1_Ops,ABANDONED,14.75,44.07,58.82,True,False
APP-1002193,CUST-2002193,2025-08-12 20:24:32,Premier_Wealth,GBR,UK_EU,Checking_Standard,Mobile_App,LOW,True,Blurry_Image,False,None,ABANDONED,2.8,30.56,33.36,False,False
APP-1002194,CUST-2002194,2025-01-25 20:05:51,Standard_Retail,FRA,UK_EU,Checking_Standard,Web_Portal,LOW,False,None,True,L1_Ops,APPROVED,9.92,41.16,51.08,True,False
APP-1002195,CUST-2002195,2025-10-22 09:29:58,Standard_Retail,USA,US,Checking_Standard,Web_Portal,LOW,False,None,True,L2_Compliance,APPROVED,18.01,57.37,75.38,True,True
APP-1002196,CUST-2002196,2025-08-12 00:07:16,Standard_Retail,AUS,APAC,Checking_Standard,Branch_Assisted,HIGH,False,None,True,L2_Compliance,APPROVED,10.14,103.63,113.77,True,True
APP-1002197,CUST-2002197,2025-09-17 21:47:13,Fintech_Digital,USA,US,Checking_Standard,Branch_Assisted,LOW,False,None,False,None,APPROVED,2.68,9.95,12.63,False,False
APP-1002198,CUST-2002198,2025-05-15 10:05:33,Standard_Retail,DEU,UK_EU,Checking_Standard,Mobile_App,LOW,True,Blurry_Image,True,L1_Ops,APPROVED,6.64,212.06,218.7,True,True
APP-1002199,CUST-2002199,2025-10-16 07:11:19,Standard_Retail,USA,US,Checking_Standard,Web_Portal,LOW,False,None,False,None,REJECTED,1.91,13.84,15.75,False,False
APP-1002200,CUST-2002200,2025-12-25 22:46:20,Fintech_Digital,GBR,UK_EU,Savings_HighYield,Mobile_App,LOW,False,None,False,None,APPROVED,3.59,5.76,9.35,False,False
APP-1002201,CUST-2002201,2025-11-10 06:08:17,Standard_Retail,GBR,UK_EU,Checking_Standard,Branch_Assisted,LOW,False,None,False,None,APPROVED,2.23,18.79,21.02,False,True
APP-1002202,CUST-2002202,2025-03-20 09:05:07,Standard_Retail,SGP,APAC,Premier_Checking,Web_Portal,LOW,False,None,False,None,ABANDONED,1.94,8.81,10.75,False,False
APP-1002203,CUST-2002203,2025-04-27 10:53:03,Standard_Retail,FRA,UK_EU,Savings_HighYield,Web_Portal,LOW,False,None,False,None,APPROVED,3.58,6.89,10.47,False,False
APP-1002204,CUST-2002204,2025-01-30 10:11:33,SME_Business,DEU,UK_EU,Checking_Standard,Mobile_App,HIGH,True,Address_Proof_Mismatch,True,L2_Compliance,ABANDONED,4.84,317.06,321.9,True,True
APP-1002205,CUST-2002205,2025-03-16 01:59:06,Fintech_Digital,USA,US,Savings_HighYield,Mobile_App,LOW,True,Expired_ID,True,L1_Ops,ABANDONED,13.98,126.95,140.93,True,True
APP-1002206,CUST-2002206,2025-03-24 02:07:09,Standard_Retail,USA,US,SME_Operating_Account,Mobile_App,LOW,True,Blurry_Image,True,L1_Ops,APPROVED,7.55,237.21,244.76,True,True
APP-1002207,CUST-2002207,2025-10-05 12:20:41,Fintech_Digital,SGP,APAC,Checking_Standard,Web_Portal,MEDIUM,False,None,False,None,ABANDONED,1.55,5.56,7.11,False,False
APP-1002208,CUST-2002208,2025-04-04 20:24:18,Standard_Retail,USA,US,SME_Operating_Account,Affiliate_Partner,LOW,False,None,False,None,APPROVED,2.89,9.89,12.78,False,False
APP-1002209,CUST-2002209,2025-06-23 01:10:21,Fintech_Digital,FRA,UK_EU,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,2.2,19.46,21.66,False,False
APP-1002210,CUST-2002210,2025-11-01 02:06:23,SME_Business,AUS,APAC,Checking_Standard,Mobile_App,PEP,False,None,True,L2_Compliance,APPROVED,20.67,84.26,104.93,True,False
APP-1002211,CUST-2002211,2025-11-03 21:54:40,SME_Business,FRA,UK_EU,Checking_Standard,Mobile_App,MEDIUM,False,None,False,None,APPROVED,2.71,18.86,21.57,False,False
APP-1002212,CUST-2002212,2025-10-12 02:39:45,Standard_Retail,DEU,UK_EU,Checking_Standard,Branch_Assisted,LOW,False,None,False,None,APPROVED,4.21,7.11,11.32,False,False
APP-1002213,CUST-2002213,2025-06-29 22:52:47,Fintech_Digital,AUS,APAC,Premier_Checking,Affiliate_Partner,LOW,False,None,False,None,APPROVED,1.42,5.22,6.64,False,False
APP-1002214,CUST-2002214,2025-01-14 08:22:30,SME_Business,USA,US,Checking_Standard,Web_Portal,MEDIUM,False,None,False,None,APPROVED,2.46,4.74,7.2,False,False
APP-1002215,CUST-2002215,2025-06-28 18:00:12,Standard_Retail,FRA,UK_EU,Checking_Standard,Mobile_App,LOW,False,None,True,L1_Ops,APPROVED,7.43,95.3,102.73,True,True
APP-1002216,CUST-2002216,2025-01-07 19:09:37,SME_Business,AUS,APAC,Premier_Checking,Mobile_App,MEDIUM,False,None,True,L1_Ops,APPROVED,18.06,78.39,96.45,True,False
APP-1002217,CUST-2002217,2025-09-01 16:22:31,Standard_Retail,BRA,LATAM,Checking_Standard,Mobile_App,LOW,True,Blurry_Image,False,None,APPROVED,3.02,55.76,58.78,True,False
APP-1002218,CUST-2002218,2025-03-23 17:54:29,Fintech_Digital,DEU,UK_EU,Savings_HighYield,Web_Portal,LOW,False,None,False,None,APPROVED,2.77,12.03,14.8,False,False
APP-1002219,CUST-2002219,2025-05-11 11:22:34,Standard_Retail,FRA,UK_EU,Checking_Standard,Branch_Assisted,LOW,False,None,False,None,APPROVED,2.36,14.69,17.05,False,False
APP-1002220,CUST-2002220,2025-07-18 05:17:08,SME_Business,GBR,UK_EU,Checking_Standard,Mobile_App,LOW,False,None,False,None,ABANDONED,2.25,9.97,12.22,False,False
APP-1002221,CUST-2002221,2025-06-29 09:34:28,Standard_Retail,USA,US,Premier_Checking,Mobile_App,LOW,False,None,True,L1_Ops,APPROVED,6.35,79.26,85.61,True,False
APP-1002222,CUST-2002222,2025-01-12 06:39:06,Standard_Retail,DEU,UK_EU,Savings_HighYield,Mobile_App,MEDIUM,False,None,False,None,APPROVED,1.96,7.22,9.18,False,False
APP-1002223,CUST-2002223,2025-02-12 08:52:45,Standard_Retail,USA,US,Checking_Standard,Mobile_App,LOW,True,Expired_ID,True,L1_Ops,APPROVED,11.07,182.77,193.84,True,False
APP-1002224,CUST-2002224,2025-06-16 21:16:15,Standard_Retail,MEX,LATAM,SME_Operating_Account,Mobile_App,HIGH,True,Blurry_Image,True,L2_Compliance,APPROVED,6.22,149.25,155.47,True,False
APP-1002225,CUST-2002225,2025-08-19 09:40:11,Standard_Retail,SGP,APAC,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,1.23,5.98,7.21,False,False
APP-1002226,CUST-2002226,2025-08-29 13:24:34,Standard_Retail,USA,US,SME_Operating_Account,Mobile_App,MEDIUM,True,Blurry_Image,True,L1_Ops,APPROVED,8.4,153.57,161.97,True,False
