review_id,application_id,queue_name,analyst_id,duration_minutes,decision
REV-3001345,APP-1003203,L1_Document_Exception,ANL-230,774.0,APPROVE
REV-3001346,APP-1003206,L2_AML_Sanctions,ANL-130,342.6,APPROVE
REV-3001347,APP-1003209,L1_Document_Exception,ANL-151,552.0,APPROVE
REV-3001348,APP-1003211,L1_Document_Exception,ANL-152,414.6,APPROVE
REV-3001349,APP-1003213,L2_AML_Sanctions,ANL-193,381.0,REJECT
REV-3001350,APP-1003215,L2_AML_Sanctions,ANL-170,430.2,REJECT
REV-3001351,APP-1003217,L1_Document_Exception,ANL-176,560.4,REQUEST_REWORK
REV-3001352,APP-1003219,L2_AML_Sanctions,ANL-228,1083.6,APPROVE
REV-3001353,APP-1003220,L1_Document_Exception,ANL-126,810.6,APPROVE
REV-3001354,APP-1003222,L1_Document_Exception,ANL-184,582.6,APPROVE
REV-3001355,APP-1003227,L2_AML_Sanctions,ANL-167,475.2,APPROVE
REV-3001356,APP-1003229,L1_Document_Exception,ANL-186,593.4,APPROVE
REV-3001357,APP-1003234,L1_Document_Exception,ANL-151,570.6,REQUEST_REWORK
REV-3001358,APP-1003237,L1_Document_Exception,ANL-191,450.6,APPROVE
REV-3001359,APP-1003238,L2_AML_Sanctions,ANL-163,702.0,APPROVE
REV-3001360,APP-1003240,L1_Document_Exception,ANL-241,786.6,APPROVE
REV-3001361,APP-1003241,L1_Document_Exception,ANL-175,466.2,APPROVE
REV-3001362,APP-1003243,L1_Document_Exception,ANL-134,1207.8,APPROVE
REV-3001363,APP-1003244,L2_AML_Sanctions,ANL-229,672.6,APPROVE
REV-3001364,APP-1003246,L1_Document_Exception,ANL-219,843.0,APPROVE
REV-3001365,APP-1003247,L1_Document_Exception,ANL-121,594.6,APPROVE
REV-3001366,APP-1003250,L2_AML_Sanctions,ANL-130,318.0,REJECT
REV-3001367,APP-1003258,L2_AML_Sanctions,ANL-156,741.0,REJECT
REV-3001368,APP-1003260,L2_AML_Sanctions,ANL-158,381.6,APPROVE
REV-3001369,APP-1003266,L1_Document_Exception,ANL-157,724.2,APPROVE
REV-3001370,APP-1003268,L1_Document_Exception,ANL-114,474.0,REQUEST_REWORK
REV-3001371,APP-1003269,L2_AML_Sanctions,ANL-172,936.6,REJECT
REV-3001372,APP-1003274,L2_AML_Sanctions,ANL-193,700.8,APPROVE
REV-3001373,APP-1003275,L1_Document_Exception,ANL-211,346.8,APPROVE
REV-3001374,APP-1003279,L1_Document_Exception,ANL-223,862.8,APPROVE
REV-3001375,APP-1003280,L1_Document_Exception,ANL-148,895.8,REQUEST_REWORK
REV-3001376,APP-1003289,L1_Document_Exception,ANL-131,588.6,APPROVE
REV-3001377,APP-1003290,L1_Document_Exception,ANL-103,791.4,APPROVE
REV-3001378,APP-1003292,L1_Document_Exception,ANL-139,612.0,APPROVE
REV-3001379,APP-1003296,L1_Document_Exception,ANL-168,361.8,APPROVE
REV-3001380,APP-1003298,L2_AML_Sanctions,ANL-199,484.8,APPROVE
REV-3001381,APP-1003300,L1_Document_Exception,ANL-198,862.8,APPROVE
REV-3001382,APP-1003301,L2_AML_Sanctions,ANL-236,585.0,REJECT
REV-3001383,APP-1003303,L1_Document_Exception,ANL-135,408.0,REQUEST_REWORK
REV-3001384,APP-1003304,L1_Document_Exception,ANL-226,1433.4,REQUEST_REWORK
REV-3001385,APP-1003308,L1_Document_Exception,ANL-197,835.8,APPROVE
REV-3001386,APP-1003309,L1_Document_Exception,ANL-213,546.0,REQUEST_REWORK
REV-3001387,APP-1003310,L1_Document_Exception,ANL-217,739.8,APPROVE
REV-3001388,APP-1003315,L2_AML_Sanctions,ANL-207,383.4,REQUEST_REWORK
REV-3001389,APP-1003318,L1_Document_Exception,ANL-240,298.8,APPROVE
REV-3001390,APP-1003319,L2_AML_Sanctions,ANL-204,896.4,APPROVE
REV-3001391,APP-1003326,L2_AML_Sanctions,ANL-135,727.2,APPROVE
REV-3001392,APP-1003328,L1_Document_Exception,ANL-165,1404.6,APPROVE
REV-3001393,APP-1003329,L1_Document_Exception,ANL-194,616.8,REQUEST_REWORK
REV-3001394,APP-1003331,L2_AML_Sanctions,ANL-238,799.2,REJECT
REV-3001395,APP-1003332,L1_Document_Exception,ANL-107,688.2,APPROVE
REV-3001396,APP-1003335,L2_AML_Sanctions,ANL-248,729.0,APPROVE
REV-3001397,APP-1003344,L1_Document_Exception,ANL-128,1384.8,APPROVE
REV-3001398,APP-1003345,L1_Document_Exception,ANL-113,876.6,APPROVE
REV-3001399,APP-1003352,L1_Document_Exception,ANL-142,1158.6,REQUEST_REWORK
REV-3001400,APP-1003353,L1_Document_Exception,ANL-114,540.0,APPROVE
REV-3001401,APP-1003355,L1_Document_Exception,ANL-221,619.8,APPROVE
REV-3001402,APP-1003356,L1_Document_Exception,ANL-137,462.6,REQUEST_REWORK
REV-3001403,APP-1003358,L2_AML_Sanctions,ANL-231,723.0,APPROVE
REV-3001404,APP-1003359,L1_Document_Exception,ANL-135,721.8,APPROVE
REV-3001405,APP-1003362,L1_Document_Exception,ANL-226,396.6,APPROVE
REV-3001406,APP-1003366,L1_Document_Exception,ANL-169,452.4,REQUEST_REWORK
REV-3001407,APP-1003370,L1_Document_Exception,ANL-202,732.6,APPROVE
REV-3001408,APP-1003371,L1_Document_Exception,ANL-243,370.8,APPROVE
REV-3001409,APP-1003372,L1_Document_Exception,ANL-213,537.6,APPROVE
REV-3001410,APP-1003375,L1_Document_Exception,ANL-129,527.4,REQUEST_REWORK
REV-3001411,APP-1003378,L2_AML_Sanctions,ANL-162,544.8,REQUEST_REWORK
REV-3001412,APP-1003380,L2_AML_Sanctions,ANL-202,543.0,APPROVE
REV-3001413,APP-1003382,L1_Document_Exception,ANL-102,887.4,APPROVE
REV-3001414,APP-1003384,L2_AML_Sanctions,ANL-135,412.2,APPROVE
REV-3001415,APP-1003386,L1_Document_Exception,ANL-191,423.6,APPROVE
REV-3001416,APP-1003387,L2_AML_Sanctions,ANL-191,495.0,REJECT
REV-3001417,APP-1003391,L1_Document_Exception,ANL-210,651.0,APPROVE
REV-3001418,APP-1003396,L2_AML_Sanctions,ANL-107,602.4,APPROVE
REV-3001419,APP-1003397,L1_Document_Exception,ANL-232,529.8,APPROVE
REV-3001420,APP-1003399,L1_Document_Exception,ANL-171,320.4,REJECT
REV-3001421,APP-1003400,L1_Document_Exception,ANL-202,924.0,APPROVE
REV-3001422,APP-1003405,L1_Document_Exception,ANL-142,468.0,APPROVE
REV-3001423,APP-1003406,L1_Document_Exception,ANL-146,663.0,APPROVE
REV-3001424,APP-1003408,L1_Document_Exception,ANL-138,450.6,APPROVE
REV-3001425,APP-1003409,L1_Document_Exception,ANL-237,1054.8,APPROVE
REV-3001426,APP-1003414,L1_Document_Exception,ANL-120,739.2,REQUEST_REWORK
REV-3001427,APP-1003417,L1_Document_Exception,ANL-132,669.6,REQUEST_REWORK
REV-3001428,APP-1003421,L1_Document_Exception,ANL-141,621.0,REQUEST_REWORK
REV-3001429,APP-1003422,L2_AML_Sanctions,ANL-238,535.8,APPROVE
REV-3001430,APP-1003423,L1_Document_Exception,ANL-131,842.4,APPROVE
REV-3001431,APP-1003426,L1_Document_Exception,ANL-109,843.6,APPROVE
REV-3001432,APP-1003445,L1_Document_Exception,ANL-162,627.0,APPROVE
REV-3001433,APP-1003447,L1_Document_Exception,ANL-242,714.6,REQUEST_REWORK
REV-3001434,APP-1003448,L2_AML_Sanctions,ANL-232,876.6,REQUEST_REWORK
REV-3001435,APP-1003449,L1_Document_Exception,ANL-146,765.0,REQUEST_REWORK
REV-3001436,APP-1003450,L1_Document_Exception,ANL-114,1827.6,REQUEST_REWORK
REV-3001437,APP-1003451,L1_Document_Exception,ANL-157,1298.4,APPROVE
REV-3001438,APP-1003452,L2_AML_Sanctions,ANL-185,804.0,APPROVE
REV-3001439,APP-1003454,L1_Document_Exception,ANL-230,552.6,REQUEST_REWORK
REV-3001440,APP-1003456,L1_Document_Exception,ANL-205,613.2,APPROVE
REV-3001441,APP-1003459,L2_AML_Sanctions,ANL-130,665.4,APPROVE
REV-3001442,APP-1003462,L2_AML_Sanctions,ANL-110,897.0,REJECT
REV-3001443,APP-1003463,L2_AML_Sanctions,ANL-217,681.6,APPROVE
REV-3001444,APP-1003465,L1_Document_Exception,ANL-117,507.0,APPROVE
REV-3001445,APP-1003467,L1_Document_Exception,ANL-178,547.8,REQUEST_REWORK
REV-3001446,APP-1003469,L1_Document_Exception,ANL-224,691.8,APPROVE
REV-3001447,APP-1003470,L2_AML_Sanctions,ANL-131,309.0,APPROVE
REV-3001448,APP-1003473,L1_Document_Exception,ANL-236,819.6,APPROVE
REV-3001449,APP-1003477,L1_Document_Exception,ANL-102,616.8,REQUEST_REWORK
REV-3001450,APP-1003481,L1_Document_Exception,ANL-195,1022.4,APPROVE
REV-3001451,APP-1003483,L1_Document_Exception,ANL-234,722.4,APPROVE
REV-3001452,APP-1003484,L1_Document_Exception,ANL-109,751.8,APPROVE
REV-3001453,APP-1003491,L1_Document_Exception,ANL-124,1097.4,REQUEST_REWORK
REV-3001454,APP-1003492,L1_Document_Exception,ANL-224,911.4,APPROVE
REV-3001455,APP-1003494,L2_AML_Sanctions,ANL-143,588.6,APPROVE
REV-3001456,APP-1003497,L2_AML_Sanctions,ANL-114,653.4,REJECT
REV-3001457,APP-1003502,L2_AML_Sanctions,ANL-140,428.4,APPROVE
REV-3001458,APP-1003505,L1_Document_Exception,ANL-171,490.8,APPROVE
REV-3001459,APP-1003507,L1_Document_Exception,ANL-111,524.4,APPROVE
REV-3001460,APP-1003508,L1_Document_Exception,ANL-203,672.0,APPROVE
REV-3001461,APP-1003509,L1_Document_Exception,ANL-245,529.2,APPROVE
REV-3001462,APP-1003512,L1_Document_Exception,ANL-164,1098.0,APPROVE
REV-3001463,APP-1003513,L1_Document_Exception,ANL-241,574.2,APPROVE
REV-3001464,APP-1003514,L1_Document_Exception,ANL-236,1060.2,REQUEST_REWORK
REV-3001465,APP-1003518,L1_Document_Exception,ANL-190,414.6,APPROVE
REV-3001466,APP-1003519,L1_Document_Exception,ANL-161,845.4,APPROVE
REV-3001467,APP-1003521,L2_AML_Sanctions,ANL-116,786.6,APPROVE
REV-3001468,APP-1003522,L2_AML_Sanctions,ANL-126,521.4,APPROVE
REV-3001469,APP-1003524,L1_Document_Exception,ANL-144,1540.8,APPROVE
REV-3001470,APP-1003525,L2_AML_Sanctions,ANL-174,497.4,APPROVE
REV-3001471,APP-1003526,L1_Document_Exception,ANL-121,507.0,APPROVE
REV-3001472,APP-1003533,L1_Document_Exception,ANL-124,1113.0,APPROVE
REV-3001473,APP-1003535,L2_AML_Sanctions,ANL-116,1109.4,APPROVE
REV-3001474,APP-1003538,L1_Document_Exception,ANL-160,1291.2,APPROVE
REV-3001475,APP-1003539,L2_AML_Sanctions,ANL-104,568.2,APPROVE
REV-3001476,APP-1003540,L1_Document_Exception,ANL-126,664.2,APPROVE
REV-3001477,APP-1003542,L1_Document_Exception,ANL-189,771.6,APPROVE
REV-3001478,APP-1003550,L1_Document_Exception,ANL-166,646.8,APPROVE
REV-3001479,APP-1003552,L2_AML_Sanctions,ANL-210,652.2,APPROVE
REV-3001480,APP-1003554,L1_Document_Exception,ANL-163,438.0,APPROVE
REV-3001481,APP-1003555,L1_Document_Exception,ANL-216,708.0,APPROVE
REV-3001482,APP-1003558,L1_Document_Exception,ANL-149,700.8,APPROVE
REV-3001483,APP-1003560,L1_Document_Exception,ANL-240,605.4,APPROVE
REV-3001484,APP-1003561,L1_Document_Exception,ANL-103,703.2,APPROVE
REV-3001485,APP-1003562,L1_Document_Exception,ANL-227,565.2,APPROVE
REV-3001486,APP-1003564,L2_AML_Sanctions,ANL-200,766.8,APPROVE
REV-3001487,APP-1003565,L1_Document_Exception,ANL-193,291.6,APPROVE
REV-3001488,APP-1003567,L1_Document_Exception,ANL-149,553.2,REQUEST_REWORK
REV-3001489,APP-1003569,L1_Document_Exception,ANL-197,336.0,APPROVE
REV-3001490,APP-1003572,L1_Document_Exception,ANL-212,1325.4,APPROVE
REV-3001491,APP-1003573,L1_Document_Exception,ANL-233,1026.6,APPROVE
REV-3001492,APP-1003585,L2_AML_Sanctions,ANL-228,559.8,APPROVE
REV-3001493,APP-1003587,L2_AML_Sanctions,ANL-113,673.8,APPROVE
REV-3001494,APP-1003589,L2_AML_Sanctions,ANL-172,1038.0,REQUEST_REWORK
REV-3001495,APP-1003592,L1_Document_Exception,ANL-248,546.6,APPROVE
REV-3001496,APP-1003593,L1_Document_Exception,ANL-145,365.4,APPROVE
REV-3001497,APP-1003594,L2_AML_Sanctions,ANL-134,444.0,APPROVE
REV-3001498,APP-1003595,L1_Document_Exception,ANL-125,798.0,APPROVE
REV-3001499,APP-1003596,L1_Document_Exception,ANL-235,548.4,APPROVE
REV-3001500,APP-1003597,L2_AML_Sanctions,ANL-219,912.6,APPROVE
REV-3001501,APP-1003599,L1_Document_Exception,ANL-138,823.8,APPROVE
REV-3001502,APP-1003600,L1_Document_Exception,ANL-123,546.6,APPROVE
REV-3001503,APP-1003602,L1_Document_Exception,ANL-123,661.8,APPROVE
REV-3001504,APP-1003604,L1_Document_Exception,ANL-119,446.4,APPROVE
REV-3001505,APP-1003606,L1_Document_Exception,ANL-175,852.6,APPROVE
REV-3001506,APP-1003607,L2_AML_Sanctions,ANL-145,591.0,APPROVE
REV-3001507,APP-1003608,L2_AML_Sanctions,ANL-155,469.2,REJECT
REV-3001508,APP-1003611,L2_AML_Sanctions,ANL-214,817.2,APPROVE
REV-3001509,APP-1003613,L1_Document_Exception,ANL-247,682.2,REQUEST_REWORK
REV-3001510,APP-1003615,L1_Document_Exception,ANL-172,879.0,APPROVE
REV-3001511,APP-1003617,L2_AML_Sanctions,ANL-106,481.2,APPROVE
REV-3001512,APP-1003620,L1_Document_Exception,ANL-109,736.2,APPROVE
REV-3001513,APP-1003626,L1_Document_Exception,ANL-159,659.4,APPROVE
REV-3001514,APP-1003627,L1_Document_Exception,ANL-129,691.8,REQUEST_REWORK
REV-3001515,APP-1003628,L1_Document_Exception,ANL-144,771.6,APPROVE
REV-3001516,APP-1003632,L1_Document_Exception,ANL-183,938.4,APPROVE
REV-3001517,APP-1003634,L2_AML_Sanctions,ANL-143,740.4,REJECT
REV-3001518,APP-1003638,L1_Document_Exception,ANL-231,520.8,APPROVE
REV-3001519,APP-1003641,L1_Document_Exception,ANL-229,304.2,APPROVE
REV-3001520,APP-1003644,L1_Document_Exception,ANL-116,153.0,APPROVE
REV-3001521,APP-1003648,L2_AML_Sanctions,ANL-196,419.4,REJECT
REV-3001522,APP-1003650,L1_Document_Exception,ANL-186,373.8,REQUEST_REWORK
REV-3001523,APP-1003658,L1_Document_Exception,ANL-172,710.4,APPROVE
REV-3001524,APP-1003660,L2_AML_Sanctions,ANL-148,486.0,APPROVE
REV-3001525,APP-1003663,L1_Document_Exception,ANL-168,348.6,APPROVE
REV-3001526,APP-1003664,L2_AML_Sanctions,ANL-248,1236.6,APPROVE
REV-3001527,APP-1003665,L1_Document_Exception,ANL-235,954.6,APPROVE
REV-3001528,APP-1003668,L1_Document_Exception,ANL-242,358.8,APPROVE
REV-3001529,APP-1003670,L1_Document_Exception,ANL-154,516.0,APPROVE
REV-3001530,APP-1003671,L1_Document_Exception,ANL-203,505.2,REQUEST_REWORK
REV-3001531,APP-1003672,L1_Document_Exception,ANL-188,456.0,APPROVE
REV-3001532,APP-1003673,L2_AML_Sanctions,ANL-111,616.8,APPROVE
REV-3001533,APP-1003676,L2_AML_Sanctions,ANL-140,677.4,REQUEST_REWORK
REV-3001534,APP-1003677,L1_Document_Exception,ANL-121,994.8,REQUEST_REWORK
REV-3001535,APP-1003678,L1_Document_Exception,ANL-168,507.0,REQUEST_REWORK
REV-3001536,APP-1003679,L1_Document_Exception,ANL-183,536.4,REQUEST_REWORK
REV-3001537,APP-1003680,L2_AML_Sanctions,ANL-237,882.0,APPROVE
REV-3001538,APP-1003687,L1_Document_Exception,ANL-152,550.8,REQUEST_REWORK
REV-3001539,APP-1003689,L1_Document_Exception,ANL-235,368.4,APPROVE
REV-3001540,APP-1003691,L1_Document_Exception,ANL-207,492.0,APPROVE
REV-3001541,APP-1003692,L2_AML_Sanctions,ANL-177,592.8,APPROVE
REV-3001542,APP-1003694,L2_AML_Sanctions,ANL-117,755.4,APPROVE
REV-3001543,APP-1003696,L2_AML_Sanctions,ANL-151,1495.2,APPROVE
REV-3001544,APP-1003697,L1_Document_Exception,ANL-131,331.8,APPROVE
REV-3001545,APP-1003703,L2_AML_Sanctions,ANL-219,609.6,APPROVE
REV-3001546,APP-1003704,L1_Document_Exception,ANL-155,1189.8,APPROVE
REV-3001547,APP-1003708,L2_AML_Sanctions,ANL-203,541.8,REQUEST_REWORK
REV-3001548,APP-1003709,L1_Document_Exception,ANL-111,1120.8,REQUEST_REWORK
REV-3001549,APP-1003715,L1_Document_Exception,ANL-235,1127.4,APPROVE
REV-3001550,APP-1003720,L1_Document_Exception,ANL-192,387.0,APPROVE
REV-3001551,APP-1003722,L1_Document_Exception,ANL-146,934.8,REQUEST_REWORK
REV-3001552,APP-1003726,L2_AML_Sanctions,ANL-158,897.0,APPROVE
REV-3001553,APP-1003727,L1_Document_Exception,ANL-205,874.8,APPROVE
REV-3001554,APP-1003730,L2_AML_Sanctions,ANL-165,515.4,APPROVE
REV-3001555,APP-1003733,L1_Document_Exception,ANL-231,622.8,APPROVE
REV-3001556,APP-1003734,L1_Document_Exception,ANL-196,1703.4,APPROVE
REV-3001557,APP-1003736,L1_Document_Exception,ANL-122,631.2,APPROVE
REV-3001558,APP-1003737,L2_AML_Sanctions,ANL-159,567.0,APPROVE
REV-3001559,APP-1003738,L1_Document_Exception,ANL-225,527.4,APPROVE
REV-3001560,APP-1003745,L1_Document_Exception,ANL-199,1020.6,APPROVE
REV-3001561,APP-1003747,L2_AML_Sanctions,ANL-195,1060.8,APPROVE
REV-3001562,APP-1003748,L1_Document_Exception,ANL-182,620.4,APPROVE
REV-3001563,APP-1003750,L2_AML_Sanctions,ANL-201,802.8,REQUEST_REWORK
REV-3001564,APP-1003751,L1_Document_Exception,ANL-210,733.2,APPROVE
REV-3001565,APP-1003757,L2_AML_Sanctions,ANL-217,463.8,APPROVE
REV-3001566,APP-1003758,L2_AML_Sanctions,ANL-190,787.2,REJECT
REV-3001567,APP-1003761,L1_Document_Exception,ANL-195,810.6,APPROVE
REV-3001568,APP-1003762,L1_Document_Exception,ANL-102,534.6,APPROVE
REV-3001569,APP-1003764,L2_AML_Sanctions,ANL-204,633.0,APPROVE
REV-3001570,APP-1003765,L2_AML_Sanctions,ANL-210,328.2,APPROVE
REV-3001571,APP-1003766,L1_Document_Exception,ANL-114,1769.4,APPROVE
REV-3001572,APP-1003767,L1_Document_Exception,ANL-140,719.4,APPROVE
REV-3001573,APP-1003771,L1_Document_Exception,ANL-104,762.6,REQUEST_REWORK
REV-3001574,APP-1003772,L1_Document_Exception,ANL-123,744.0,APPROVE
REV-3001575,APP-1003773,L2_AML_Sanctions,ANL-147,1212.0,APPROVE
REV-3001576,APP-1003779,L1_Document_Exception,ANL-102,777.0,APPROVE
REV-3001577,APP-1003782,L1_Document_Exception,ANL-136,789.6,APPROVE
REV-3001578,APP-1003783,L1_Document_Exception,ANL-161,1068.6,APPROVE
REV-3001579,APP-1003786,L1_Document_Exception,ANL-147,291.0,REQUEST_REWORK
REV-3001580,APP-1003788,L2_AML_Sanctions,ANL-168,763.2,APPROVE
REV-3001581,APP-1003792,L1_Document_Exception,ANL-169,553.8,APPROVE
REV-3001582,APP-1003793,L2_AML_Sanctions,ANL-139,301.8,APPROVE
REV-3001583,APP-1003796,L2_AML_Sanctions,ANL-174,1050.6,APPROVE
REV-3001584,APP-1003799,L2_AML_Sanctions,ANL-239,699.0,APPROVE
REV-3001585,APP-1003810,L1_Document_Exception,ANL-220,498.0,APPROVE
REV-3001586,APP-1003815,L2_AML_Sanctions,ANL-108,928.2,APPROVE
REV-3001587,APP-1003817,L2_AML_Sanctions,ANL-127,648.6,REQUEST_REWORK
REV-3001588,APP-1003819,L1_Document_Exception,ANL-235,600.0,REQUEST_REWORK
REV-3001589,APP-1003820,L1_Document_Exception,ANL-108,473.4,APPROVE
REV-3001590,APP-1003821,L2_AML_Sanctions,ANL-103,436.2,APPROVE
REV-3001591,APP-1003823,L1_Document_Exception,ANL-179,648.0,APPROVE
REV-3001592,APP-1003825,L2_AML_Sanctions,ANL-233,514.8,APPROVE
REV-3001593,APP-1003827,L2_AML_Sanctions,ANL-117,612.0,APPROVE
REV-3001594,APP-1003828,L1_Document_Exception,ANL-174,791.4,APPROVE
REV-3001595,APP-1003831,L1_Document_Exception,ANL-143,469.8,APPROVE
REV-3001596,APP-1003832,L1_Document_Exception,ANL-148,958.2,APPROVE
REV-3001597,APP-1003833,L1_Document_Exception,ANL-144,280.8,APPROVE
REV-3001598,APP-1003834,L1_Document_Exception,ANL-103,483.6,APPROVE
REV-3001599,APP-1003835,L1_Document_Exception,ANL-137,496.8,REQUEST_REWORK
REV-3001600,APP-1003838,L1_Document_Exception,ANL-238,483.6,APPROVE
REV-3001601,APP-1003839,L1_Document_Exception,ANL-127,876.0,APPROVE
REV-3001602,APP-1003846,L1_Document_Exception,ANL-194,915.0,APPROVE
REV-3001603,APP-1003847,L1_Document_Exception,ANL-167,968.4,APPROVE
REV-3001604,APP-1003848,L1_Document_Exception,ANL-248,715.8,APPROVE
REV-3001605,APP-1003849,L1_Document_Exception,ANL-127,885.0,APPROVE
REV-3001606,APP-1003850,L1_Document_Exception,ANL-154,596.4,APPROVE
REV-3001607,APP-1003851,L2_AML_Sanctions,ANL-195,819.0,APPROVE
REV-3001608,APP-1003852,L2_AML_Sanctions,ANL-222,1321.8,REQUEST_REWORK
REV-3001609,APP-1003855,L1_Document_Exception,ANL-160,285.0,REQUEST_REWORK
REV-3001610,APP-1003857,L2_AML_Sanctions,ANL-210,826.8,REQUEST_REWORK
REV-3001611,APP-1003860,L2_AML_Sanctions,ANL-183,1192.2,REJECT
REV-3001612,APP-1003864,L1_Document_Exception,ANL-191,523.2,APPROVE
REV-3001613,APP-1003871,L2_AML_Sanctions,ANL-114,583.8,APPROVE
REV-3001614,APP-1003873,L1_Document_Exception,ANL-223,536.4,REQUEST_REWORK
REV-3001615,APP-1003876,L1_Document_Exception,ANL-188,457.2,APPROVE
REV-3001616,APP-1003877,L2_AML_Sanctions,ANL-166,691.8,APPROVE
REV-3001617,APP-1003878,L1_Document_Exception,ANL-228,990.0,APPROVE
REV-3001618,APP-1003880,L1_Document_Exception,ANL-197,1113.6,APPROVE
REV-3001619,APP-1003882,L2_AML_Sanctions,ANL-189,565.8,APPROVE
REV-3001620,APP-1003883,L1_Document_Exception,ANL-121,849.6,APPROVE
REV-3001621,APP-1003887,L2_AML_Sanctions,ANL-193,448.2,APPROVE
REV-3001622,APP-1003888,L1_Document_Exception,ANL-191,1380.0,APPROVE
REV-3001623,APP-1003890,L1_Document_Exception,ANL-203,446.4,REJECT
REV-3001624,APP-1003894,L2_AML_Sanctions,ANL-226,1276.2,REJECT
REV-3001625,APP-1003896,L1_Document_Exception,ANL-121,726.6,APPROVE
REV-3001626,APP-1003900,L1_Document_Exception,ANL-127,770.4,REQUEST_REWORK
REV-3001627,APP-1003902,L1_Document_Exception,ANL-188,1017.0,APPROVE
REV-3001628,APP-1003904,L2_AML_Sanctions,ANL-105,336.6,APPROVE
REV-3001629,APP-1003905,L1_Document_Exception,ANL-227,789.6,APPROVE
REV-3001630,APP-1003906,L1_Document_Exception,ANL-109,1659.0,APPROVE
REV-3001631,APP-1003909,L2_AML_Sanctions,ANL-217,889.8,REJECT
REV-3001632,APP-1003913,L1_Document_Exception,ANL-219,424.8,APPROVE
REV-3001633,APP-1003915,L1_Document_Exception,ANL-187,296.4,APPROVE
REV-3001634,APP-1003916,L2_AML_Sanctions,ANL-116,511.8,APPROVE
REV-3001635,APP-1003918,L1_Document_Exception,ANL-137,250.2,REJECT
REV-3001636,APP-1003925,L1_Document_Exception,ANL-151,1214.4,APPROVE
REV-3001637,APP-1003926,L1_Document_Exception,ANL-161,903.6,REQUEST_REWORK
REV-3001638,APP-1003928,L1_Document_Exception,ANL-228,774.6,APPROVE
REV-3001639,APP-1003929,L1_Document_Exception,ANL-151,625.8,APPROVE
REV-3001640,APP-1003932,L2_AML_Sanctions,ANL-216,514.2,APPROVE
REV-3001641,APP-1003933,L1_Document_Exception,ANL-223,1177.2,APPROVE
REV-3001642,APP-1003936,L2_AML_Sanctions,ANL-168,690.6,APPROVE
REV-3001643,APP-1003939,L1_Document_Exception,ANL-249,1313.4,APPROVE
REV-3001644,APP-1003940,L1_Document_Exception,ANL-231,664.2,APPROVE
REV-3001645,APP-1003942,L1_Document_Exception,ANL-101,484.8,APPROVE
REV-3001646,APP-1003945,L2_AML_Sanctions,ANL-160,516.0,APPROVE
REV-3001647,APP-1003947,L2_AML_Sanctions,ANL-237,1021.2,REJECT
REV-3001648,APP-1003949,L1_Document_Exception,ANL-134,559.8,REQUEST_REWORK
REV-3001649,APP-1003952,L2_AML_Sanctions,ANL-219,720.0,REJECT
REV-3001650,APP-1003957,L1_Document_Exception,ANL-196,510.0,APPROVE
REV-3001651,APP-1003960,L1_Document_Exception,ANL-244,784.2,APPROVE
REV-3001652,APP-1003961,L1_Document_Exception,ANL-201,1385.4,APPROVE
REV-3001653,APP-1003962,L1_Document_Exception,ANL-192,1521.0,REQUEST_REWORK
REV-3001654,APP-1003963,L1_Document_Exception,ANL-127,909.0,REQUEST_REWORK
REV-3001655,APP-1003964,L2_AML_Sanctions,ANL-146,536.4,APPROVE
REV-3001656,APP-1003968,L1_Document_Exception,ANL-201,875.4,APPROVE
REV-3001657,APP-1003969,L2_AML_Sanctions,ANL-142,903.0,REQUEST_REWORK
REV-3001658,APP-1003970,L2_AML_Sanctions,ANL-187,585.6,APPROVE
REV-3001659,APP-1003971,L2_AML_Sanctions,ANL-145,711.0,APPROVE
REV-3001660,APP-1003972,L1_Document_Exception,ANL-153,640.2,APPROVE
REV-3001661,APP-1003976,L1_Document_Exception,ANL-187,1185.0,APPROVE
REV-3001662,APP-1003979,L1_Document_Exception,ANL-192,1227.6,APPROVE
REV-3001663,APP-1003980,L2_AML_Sanctions,ANL-152,639.0,APPROVE
REV-3001664,APP-1003994,L2_AML_Sanctions,ANL-181,438.6,APPROVE
REV-3001665,APP-1003996,L2_AML_Sanctions,ANL-126,1035.0,APPROVE
REV-3001666,APP-1004001,L1_Document_Exception,ANL-207,1137.0,APPROVE
REV-3001667,APP-1004005,L1_Document_Exception,ANL-134,417.6,APPROVE
REV-3001668,APP-1004006,L1_Document_Exception,ANL-115,738.6,APPROVE
REV-3001669,APP-1004007,L1_Document_Exception,ANL-189,784.2,APPROVE
REV-3001670,APP-1004009,L1_Document_Exception,ANL-209,493.2,APPROVE
REV-3001671,APP-1004010,L2_AML_Sanctions,ANL-148,885.6,REJECT
REV-3001672,APP-1004012,L1_Document_Exception,ANL-179,1129.2,REQUEST_REWORK
REV-3001673,APP-1004013,L1_Document_Exception,ANL-234,702.6,APPROVE
REV-3001674,APP-1004016,L1_Document_Exception,ANL-135,414.0,APPROVE
REV-3001675,APP-1004017,L1_Document_Exception,ANL-184,1265.4,APPROVE
REV-3001676,APP-1004019,L1_Document_Exception,ANL-230,552.6,APPROVE
REV-3001677,APP-1004022,L1_Document_Exception,ANL-223,454.2,APPROVE
REV-3001678,APP-1004023,L1_Document_Exception,ANL-181,676.2,APPROVE
REV-3001679,APP-1004029,L2_AML_Sanctions,ANL-136,871.2,APPROVE
REV-3001680,APP-1004030,L2_AML_Sanctions,ANL-231,297.6,APPROVE
